DEFAULT,Natasha when strictly given email then why you are calling on phone??????,END
DEFAULT,I m unable to add money to my wallet via I have been waiting for my otp Still waiting,END
DEFAULT,Where s my OTP?? Have been waiting hdfcbank,END
DEFAULT,Dis is hpng on the latest version of google chrome browser Please resolve this ASAP,END
DEFAULT,CC logout functionality has problem After clkng on logout d logout page doesnt show up Dis is a mjr scurty issue,END
DEFAULT,can you regenerate my OTP once again of my Credit card,END
DEFAULT,stating the obvious not looking at the whole issue worst experience zero customer value hdfc cheating people,END
DEFAULT,are customers supposed to keep chasing banks who wrongfully charge a customer s account?,END
DEFAULT,you ask for working day and yet there is no revert What is point of giving timelines when you can t stic?,END
DEFAULT,wrote to your guys emailed you spoke to customer care spoke to branch people No1 cn explain w?,END
DEFAULT,Dear Sir kindly reduce OTP SMS character for credit card payment it takes time nd really annoyi?,END
DEFAULT,Dear team could you plz let me knw the status of my address proof request i have provided acknldgmnt number,END
DEFAULT,I already send you mail hope my problem will be resolved,END
DEFAULT,Why do you have such email ids where you ve only auto reply option? sad customerexperience,END
DEFAULT,what is the issue with mobile app not able to access since past few days Every time I launch the app it crashes help,END
DEFAULT,requested details sent via email hope to receive positive response,END
DEFAULT,any update?,END
DEFAULT,Have been trying to reset pwd But getting error saying mobile not linked When everything is linked Crap e,END
DEFAULT,can you please let me know how to reach ur customers care services or did u start firing your CSE,END
DEFAULT,OTP not receiving since 2days complaint action in days on hdfcwebsite frustrated Diwali deals will be off by then,END
DEFAULT,i am an Accenture employee and I had applied for credit card and I didn t get it till now,END
DEFAULT,And If you couldn t trace my account details from the screenshot you must be using stone age software,END
DEFAULT,Why do you assume it is an email?,END
DEFAULT,sorry to say natasha but no one assists in the real world I have been getting falsified statements by hdfc people all time,END
DEFAULT,its of no use of playing games of emails i am done with you people I will check with my resources now Hdfc lie to people,END
DEFAULT,no need of that Going to close this account I have faced the consequence,END
DEFAULT,My Mail id is velloremohan com Please Do the earliest,END
DEFAULT,Team this is my customer I d This is my NRI Accoun Going to take home loan so need month of statement,END
