DEFAULT,Thank you,END
DEFAULT,Hi the charge for re issue is Thanks,END
DEFAULT,can I know from u if the card is ready for pick up,END
DEFAULT,Hello I want to use my access visa debit to pay for a service nite online Pls wat is D current rate dat I will b charged,END
DEFAULT,Please how much do you charge for verve card Re issue I think you might have overcharged me,END
DEFAULT,I ve done that,END
DEFAULT,of course have downloaded the app but at times mayb if i runs out of subscription and there's no access to login into app,END
DEFAULT,pls OTP password for Internet banking also,END
DEFAULT,Day na story o no reversal yet,END
DEFAULT,I don't have utility bill,END
DEFAULT,I have Check my response,END
DEFAULT,i have sent a DM waiting for your response thanks,END
DEFAULT,patiently waiting,END
DEFAULT,hi I need to DM Wanna complain about something,END
DEFAULT,not working 'unknown result' keeps popping up,END
DEFAULT,then it is illegal,END
DEFAULT,is it possible to check my account balance via sms,END
DEFAULT,Thanks,END
DEFAULT,am i safe with the call cos am worried They promise to send me the pin in hrs time,END
DEFAULT,ok thanks But is there a guarantee that VISA will work,END
DEFAULT,The information displayed We are unable to deduct money from your card sorry for the inconvenience,END
DEFAULT,my access bank mobile application on my phone and she asked me if they can send me my pin or I shud get it the bank,END
DEFAULT,No i didnt receive an OTP,END
DEFAULT,I already called the number yet no solution,END
DEFAULT,hope I can complete transaction with mastersCard,END
DEFAULT,Der access bank please help I just sent a Dm right now,END
DEFAULT,Pls i don't know what happen i tried link my mastercard paypal paypal said d card is not accepted What could b d prob,END
DEFAULT,Please what is the dollar naira exchange rate if I use my card for an online international transaction today,END
DEFAULT,Alright Thank you,END
DEFAULT,Day na story o no reversal yet,END
DEFAULT,Pls help I've to wait till next Tues toda,END
DEFAULT,In this challenging times reversal of failed POS transaction shud nt take days https: t,END
DEFAULT,hello i tried to use my access Mobile app on my New android Device and it asking me that the feature has been disabled,END
DEFAULT,please my account is restricted I don't seem to know why I will appreciate ur early reply thanks,END
DEFAULT,Change is really affecting Nigeria walking into could be walking into Prison,END
DEFAULT,i tried changing the pin but there was only one option,END
DEFAULT,Happy birthday we appreciate you Enjoy your day,END
DEFAULT,hi plz I hv a prblm wit my BVN details My first name ws used as my surname nw it's affecting my other bank acc,END
DEFAULT,hello can I use LASRRA as a form of identification,END
DEFAULT,That sms banking is nt work although is nt like GTB i try it almost times is nt going,END
DEFAULT,When i visited the link i saw visa card And mine is master card,END
DEFAULT,Thank You,END
DEFAULT,Thanks alert received and appreciated You're doing a great job,END
DEFAULT,Can I transfer upto million using access mobile app in a single transaction Urgent,END
DEFAULT,please there should be mobile banking in windows phone is affecting me since my android spoil,END
DEFAULT,Day na story o no reversal yet,END
DEFAULT,It was ur POS pls release d money to as they claim it's ur issue,END
DEFAULT,Pls help I've to wait till next Tues today is day,END
DEFAULT,Thanks alert received and appreciated You're doing a great job,END
DEFAULT,The Bells University Of Tech Ota Ogun state,END
DEFAULT,pls how can i registered my mobile banking through access acct,END
DEFAULT,unable to deduct money from my card why,END
