Expected Category, Predicted Category, Prob, Content
COMPLIMENT,t
COMPLAINT,COMPLAINT,7.88107260043544244248486644588392873647393263605321663223684089081202965793156138389606049878559186423568380153037417779109891180224874338265952699543245154609726393571123188196231386978392311579590748555428126899540413114494337540218893666609133965236764672000E-42,REQUEST,3.930461638889666139572898717090098675162801889329294526782327242728396357006896500598551339051968583692961857544786439980606679233555610387288564369553936083692212551391278376290066580504362014732518439466981563748163837452703731603272524060693999132868608000E-43,u asked me to share d no  i have shared however no call has been received
COMPLAINT,COMPLAINT,3.0231757538621168016324400082832856856325418831954943257010682428879877060704011617923866525824816528588341553665062778788648786539000390238022795824936961233294909954680472843457805446407192120128034511086233448861264708723784463304844660258672376189820589935490576506443939314952854837977350253882071387213181598848272826368000E-52,REQUEST,1.92071491499297792065116589232030745388355813328888324271285779238438478457022415928601448956804281111015465166533237028120093657232039720221322830184585326663424916804170508738314403296522515748972331246982326409297141100959857755612428834951711333950853204390342602495333002658474819873737855850457531120896331638374400000E-52,is giving me a tough time how the hell do i change the registered mobile number on my credit card
COMPLAINT,COMPLAINT,1.465938248979993492211066576061496278544795351765316924492085204971143626888858905655905908575610529407517455697908011366211748550473136927110794419381206368067002426510156349378642270502779986507873019678907645820221625612471100077087014576321482469151867283005616798896269233628332622136908557347429051138158555160660313932383112524252895332418736619520000E-64,REQUEST,1.543100322991577935319183223406678271329055008863112408062020887637784578273755779071524676815616661531114072626821617958990525781512725936893935606680614517063936418887505264506800286866114824962701739403867618463642380616780838787595095981018516821525256736273504859249206388988558970784978989219454848291875156992205688925546652631040E-69,called custcare twice but issue is still not resolved instead of solving my issue rep tried to sell their product not happy
COMPLAINT,COMPLAINT,1.0788419555245383935022840227593802949901774987304262179771975356015409490079078059215395118384887700818708069482464777499938462965756389070515235308404104358478503197514694270325692682257765324429987262645189703170550066191313935114622137158280123984928592345948196381750616441990752677951782828060163624293114274573818265600E-60,REQUEST,1.628375164816716805451850366925909450518515181855391716433563522376561956292303816988542541382038403289804802351649080081145714419498940335289167504422650673235013384737259749249535391409538985578983383050734911851796329291313529019474955720119655667830092211117058216352333606746898707738849032195633752047616000E-62,do not even inform changes in writing  anyone calls say they from the bank  phishing risk v high no security
COMPLAINT,COMPLAINT,1.6555339168867601156983609993464075968936372167449779528740998726360908635453073400090486176122745090732098073514057771843331192006776315421019817576460138621889401003405517345516168545179740845156943579374202714523245044163846504007166192758513052585122938040701648521402289333343574045953800869129902333203209842847720227621060733637039248699984062245270539041276810616448298719447680493273898034788790634067251916110094453964800000E-70,REQUEST,1.0187058110617101070374570081267942050402044130890253187928560462670189180872365593378533428390461279361069931825221900827468627371460343067990595964795041854587420922455650847122013311414414022506900890411888585254614745250581494752385620394649961659510761278153105624455186577395027249690739839826598898068568601160142392816087323462220897752008294940400601245284494689632351543743224351263791280801977824840130728757821440E-72,u want me to pay rs for the debit card  so first you screw the customer and then ask them to pay to get back to normal
COMPLAINT,COMPLAINT,4.7753736362522270880192527616680217107920868711001050213352114148313193633674186167728087490133486263586096603275593153734362323997170624621745756419745836994412700447613765649374111937277130047579777084743768861547478046873654190654296321652310780871745771776505747188586901938367499586562728654154176453805046394027881247475013272265846639527760253419520000E-62,REQUEST,2.68935961599723831327170194630263421497915628578477767391557143529120612842636611093638499074905227147063341124271651520090998701728038742790110726185741083164470964043563056713005866670718436900354644113520036766567531643618584625757131685216476756620349699459811542695238886629263386215119502310646731102850408605668288956112733021929472000E-66,i am only getting emails customer kept in dark about d progress   it has been a month since my money was gone
COMPLAINT,COMPLIMENT,6.9442252505273198063062374172082789140755182961045205562578477760813095274920470803092943582126844728040731041848576942610975755826561004574784259696613107264149057980344647464433032457809224322987321342214050996469956960031232258812513671540981711462158438692700350902055322508685897504048816609702757088624787733044712544167363030144771106905843446695281250000000000E-72,MISCEALLANEOUS,2.66806130203352325061055066501787585705150652654415348789079776794638804907198950945980097944638202002547016019102185342006823537757268115699785561299967010373544696143965005225368895062442622474880301434957586358833980018435107211098925797774011590008923922676285090279075829736062058221858204483095081566728669629793204954323362785953613281250000000000000E-73,vry amazing dat despite rate redn by rbi you chose to corner the benefit for urslf by nt pssing the reduction customers
COMPLAINT,COMPLAINT,2.04193899777838015863711981267510663375363281553872240486305572771058166878101803020230649932508833198778160461971836250264873260945939533275007540721125078836139875258290293741518500543376683596497834456221969858026690519025815501186797204414399297794542520999332720541192543239286740267523386922876000499546805809897799680000000E-55,REQUEST,9.5670556262865663076548098774254342909125908446536847338285152584001691743422898033366206278694779215013221217148023959253665817932066023129071161996105220634565670072710528022650926798063116132257273027300394228207570810197667105542471340874205172933078671904347900612729527225434804439880054791888007639644199976960E-58,i am furious  u debited twice from my bank when using pockets app  i want my money back now la
COMPLAINT,COMPLAINT,3.765732482042497542874623011760253812768783916052097644098181564541517802592835076374921779327214881810973624246537743998860178458697967908632535037224320166437788753143729476398689130518207941876327001371812720256065247773242774016000E-39,REQUEST,8.69246297581766090088207915183061491038152267288167502342266118474332869977960688069157325001209562017409166371142779119681663524566033781611006192495173494318656331078679098071398067489656460887599598042742686374737953947648000E-41,still no call from your side  already dmed you everything still waiting since days
COMPLAINT,COMPLAINT,2.516232127447684514558786696839694708631072269531466183732286052813950957338158083878134933230488228923648046299536586330346707352431558772847556562255780842974578081045857000189440409991212453195095129300240363708575297471749254332592863805719205930579615162860816407727972287997866276704684262116572619349856015967410585600000E-56,REQUEST,1.462201211561175649042174658328074741513495870004118797478116122441453169590517627044502549875946801011491129594116417859116082362733726251652314197076002238857253435079245957850944842094053767632691727583639958665084583305622782778967809076182561364945141805018800943109221686824992402819186929111926264126815338496000E-58,try to withdraw from icici atm and it don't work  so use another bank atm and pay per trx
