Expected Category, Predicted Category, Next, Diff,Content
COMPLAINT,COMPLIMENT,MISCEALLANEOUS,-0.0000000000000000000000000000000000000000000000000000000000000000000000066774191203239674812451823507064913283703676434501052074687679992866707225848481293633142602680462708015260881657555089190907520448988323417786404083613437160413611018904997412179343507184798098238518327864475132881617159846881186701524413563241595562069199465937499999264564211325276921830234564871806272957501036746780494624129402285234974093343446695281250000000000,vry amazing dat despite rate redn by rbi you chose to corner the benefit for urslf by nt pssing the reduction customers
COMPLAINT,REQUEST,COMPLAINT,-0.00000000000000000000000000000739760336683639028663212462472965136834039291593508282580435580905693761093910968813074234359691123791059020286957466721075763346611192425314743432834474502476487078795264000,it's unauthorised atm withdrawal transactions  waiting for the revert
COMPLAINT,REQUEST,COMPLAINT,-0.00000000000000000000000000000000000000000000003668089534210119406564053086434372810149082996273801754331428513744817449243059398205439537276444225063773089687245912461713622888647771998194681164696632614617293683233362371341382704715188074591321478173983025873744214509749875262094642624623574816121017865338880,got a phishing call from + the lady representing asked for credit card details and cvv
COMPLAINT,REQUEST,COMPLAINT,-0.000000000000000000000000000000000016965466250308952497409340959547926451253567124396890504523596829944039686346702162372586189836812363732953690683113092674596994952463814685619504229300424536470756155770122850086420480,m not going to pay emi hereafter  mark it as npa
COMPLAINT,MISCEALLANEOUS,REQUEST,-0.00000000000000000000000000000000000000000000000000000000000398393894317198418883041559326754483720992237288184180343585623072523822348469041371383530427585231781051775229964412364805205046314419856724081383657871388909494049431997491561573994777099780999004439326906285459819051422392653156530586664870817869421446185850001918588098520653499645546725376000,lovely   your rm in delhi doesn't even bother to address his client with a salutation   uncalled for   shameful
COMPLAINT,REQUEST,COMPLAINT,-0.0000000000000000000000000000000000000000000000000000001161542137793576775641181262717230876350737870969715381164327864250667836013725019205579908634656437534876038230485628182303863141997412276167539096971318983950378541310558195301972297149673141655704590566698434217486102655949213637449627289655588929427128682224220363059682983795341507681386176114618613760,surrised that to close the car loan i need to travel to cp branch from fbd is challenged technically
COMPLAINT,REQUEST,COMPLAINT,-0.0000000000000000000000000000000000022282930734842074024129747582457248215718098336485880181057275955913967842222926846431442290899785445599492068655943578340968213468737651954435661282973361107768357079605146625812944686818372362101760,recieving a message you are not authorized to view the page kotaknetbankingdown
COMPLAINT,REQUEST,COMPLAINT,-0.00000000000000000000000000000000000000000000000000000000000000000048172687959824796048482782007314222670612404587333756811760049006919964337901673733544688453679901873465240500418058698662179368040898590609757698272147291211538599454995635033345667455084364020825619041839433313911873219647115977027382534334754800847840215992001275992380195932828388008590268681218415231706221259486639976005700641547450556023074257279341754065799962270105600,kindly check have requested credit card on ur site rec call on this number in   pm that was fishy fr me pl investigate
REQUEST,COMPLAINT,REQUEST,-0.00000000000000000000000000000000000000000000000000000000000000000349187264886938059100798317255882948145288585824041339083463312849330770312298755352167773387976678332866782897908989369513186781696744723101132625684930948781218497604088861573578092855768387947900925656241128408576532482911329310353995842887205589304812931211712628431414165790470168431231267371896655564328646803847707345279964014673401287300188429967655842119769824108217209192448000,i have submitted the evidence of whatsapp chat and the answer is same share the email id and will send to you all details
REQUEST,COMPLAINT,REQUEST,-0.000000000000000000000000000000000000000000005750703633219401757393423362785956797143837678178136464474187558557945749325451407544765391793503215546051115516270972356129921908123608794383837424721688688854795167402436514700404105650031830162752590930547289519156756157670595296373531837329101047781448276971856068003780679680000,hi i want to unblock my credit card tried calling but number is not working  please help
REQUEST,COMPLAINT,REQUEST,-0.00000000000000000000000000000000000000000000000000000000000008135715129977343606827050857767188703877363968255547844636245133950867652296305789573810688150380085411723644621713198532517124013805137213371395217857965428580386078139095756789566858041628060626700146823931325763941015984597902801566574538698039150889980320740175212316203140459657694737813861531635408110630569518470095488841593678841629540970659840000,dear sir if u have the answer to my query pls respond  i am being harassed by ur official on this pretext
COMPLIMENT,COMPLAINT,REQUEST,-0.00000017664762656984569972359883557184722573301151470,thank you
MISCEALLANEOUS,COMPLAINT,REQUEST,-0.0000000000000000000000000000000000000000000000000000001308187184575688379280096901825600816933328139119293161317297892059499882560211128047751976396901644668623705113951421682200227506267473391038205663826740385570355841909616114122247248997991531436021854012609100622496644005352011229149410258280460928737583385632365664398291294336809965449507076196378441952788480,days and the elephant called icici bank has not moved reward of banking from inception being wealth management customer
MISCEALLANEOUS,REQUEST,COMPLAINT,-0.000000003198342817132758747730634766333357476177373611033480216151268800,shared my number
MISCEALLANEOUS,COMPLAINT,REQUEST,-0.000000000000000000000000000000000000000000000000000000000000852250330738279963826229347485759881061961085362316114319656731775748983499013848018947123396574984541097318825757007242888369922239434269755419141350180411851281796058499292880541857229103791559348348485560208017539707578436221441979345150335110635155514734190185150879366998061211144504501419215473081312389536401063936000,ultimately he had to take down the tweet and tweet a fresh tweet tagging to which finally they replied  /
MISCEALLANEOUS,COMPLAINT,MISCEALLANEOUS,-0.0000000000000022315740172147912170708248146597453446661823698094702609494290723255751130003131555862490262400,finally  after months of waiting
MISCEALLANEOUS,COMPLAINT,REQUEST,-0.0000000000000000000000000000000000000000000000000437540603476015854600342074485612786250638532779600979550589003439259085705114273975361336160066150564967375772611017385758406747950244108766884864519206854105867971267942255938147037280044931417882022900913978104438308166023146503031005784564738829367179772000873936879593470506199122711552000,i have od account in your neemuch fwa  branch which no is in this account many time irrevere
MISCEALLANEOUS,COMPLAINT,REQUEST,-0.000000000000000000000000000000132480467101504498104693602247449822536007817010077662256918908997933384920353093410098405341252645605587923730079643213086014420052714717397852307293882787768063358200996133924252083404800,cc closure request and confirmation   but card account still in force
MISCEALLANEOUS,REQUEST,COMPLAINT,-0.000015579129342438986768032837685820,sure
REQUEST,COMPLAINT,REQUEST,-0.000000000000000000000000000000002667997832961435279316189948126957479743486661884695801787891819702200240953239136786109379408721027539762101380832013168585957489595750916203851813421704894734206777807493530106702516898867683846722912000,please also refund the other atm charge been applied on the account
REQUEST,COMPLAINT,REQUEST,-0.000006434208662018084463044606471859256941496602608800,call me
REQUEST,COMPLAINT,REQUEST,-0.000000000000000000000000000000000000000000000000000000002251212784875437920701168311963738020719479706182832942037868760115060874451272914340621855892594331775142519397664424669581042188195039314538933177252035898657108642063314753645672294007123537538075123118118222999342480272167440943612484672491102255926886280984982608654032596336308906157011202726021814369535199518619176847240906539804917760,kindly tell me how to contact customer care for cr card account login i tried your all number and become full
REQUEST,COMPLAINT,REQUEST,-0.0000000000000000000000000000000000001421983240103811323044802305110268330426434143129009090900004176207694520044372238711657422472439566438182688435056459266928209667841228228456982493128249390239172974397595239064226139092955096947278234343742150099841006473887690873296660188094673344000,is this a valid email  i do not have any account with you ending with
REQUEST,COMPLAINT,REQUEST,-0.0000000000000000000000000000000000000000000000000000000006766320425697088217656389130822148136507777427974986829945946202545570457373854739155613638347288101901298166533106074358075345033329950160252455160711054584973941891639039622496275046425733483643386984975132249958522196943289611597423394740281560968216557022833850333514853456820290092319294353160910246293948298657704921282157636991372492800,number my new relationship manager's number to contact if i wanted anything  however i called sahil today for a call
REQUEST,MISCEALLANEOUS,REQUEST,-0.00000000000000000000000000054577033976225930022864524340117975385113283144301638271337012718766923925612140745858523954728641296101598590757732905651280120810174784648628184023040,i ll b in delhi on nvmbr contact m
REQUEST,COMPLAINT,REQUEST,-0.0000000000006466481808959683358694627827645682918872954662712376790664403306210077707172250,nothing yet  please help
REQUEST,COMPLAINT,REQUEST,-0.0000000000000000000000000000000000000006028065534468167181811898214508777916671505173618437078938848762685104129218286347377012134449510289080314963607139133302321840768977201080487808707554555481561683108368651770978320584528495736903002149301788733837637751042648288601351551713280000,can u give a resolution r solution to this  i send a dm as well
REQUEST,COMPLAINT,REQUEST,-0.0000000000000000000000000000000000000052368172927286560883305292054842553824827993260007343245007411154485717187681646479220992690548879883592176607066031561774450368730539697141711352444032890563110240519879305299554231933845532094001321870585075465067121818858688431749120,why there's no kannada language in ur challan  saw this today in bhattar
REQUEST,COMPLAINT,REQUEST,-0.0000000000000000055393291998079853759166543402524745130627684893522441195176483131863982407531485644190367114499400025270712320,Looking for a credit card.
